,content,score,at
7257,Aplikasi aneh ga ada masalah sama data pas giliran mau pnjman tiba tiba di bekukan ga bisa pnjm malah merekomendasikan aplikasi pinjaman lain ... Jaga baik baik data saya perhari ini juga saya uninstall tidak di rekomendasikan,1,2022-06-10 00:30:18
7160,"Mengecewakan , mau pengajuan lagi tapi di tolak, padahal saya tidak pernah telat bayar, di sms di tawarkan pengajuan kembali setelah pengajuan malah di tolak, padahal sudah ke 6 kali nya melakukan pinjaman , tpi kali ini di tolak dengan alasan yang tidak jelas.",1,2022-06-10 04:47:26
7445,Saya tidak pernah telat pembayaran malah sebelum jatuh tempo sudah saya lunasi.knp pengajuan ke 3 langsung tidak bisa.tadi nya saya memprioritaskan adakami.tapi ternyata tidak sesuai.,1,2022-06-10 08:32:48
8992,"Tolong nomor hp ku u/ login di hapus saja ... Karena kartu SIM itu sdh tidak sy gunakan..sdh mati, takutnya nanti nomor itu digunakan oleh yg tidak bertanggung jawab (terbitan terbaru dari Operator Kartu Sim) namun KTP ku masih terdata dgn nomor itu, bisa mengakibatkan sy menjadi tertuduh.",1,2022-06-10 09:03:21
6659,"Waduh iklan nya bilang bungah 0,4% ternyata melonjak sampai 19% 😡 gak jelas nih,, dan kiranya parah admin membuat metode pembayaran melalui BRi lagi, soalnya yang saya lihat di menu cara pembayarannya hanya ada BNI dan ALFAMART,, supaya mengurangi biaya transfer kak😂",5,2022-06-10 18:16:05
8537,"Aplikasi setelah di download pas daftar sdh gk jadi, abis gk jadi nanti kita di telfon suruh download aplikasi ini lah itu lah padahal setelah di download juga gk ada yg jadi semua sama",1,2022-06-11 01:45:47
6645,"Aplikasi ini terlalu tinggi bunganya trus gak tetap tiap bln. Sy pernah pinjam di Adakami, jangka wkt 6 bln dan dapat limit hanya 3 juta. Cicilan bulan 1 Rp 754.000 bulan ke 2 jadi Rp 744.000 bulan ke 3 lain lagi. Gak tau perhitungan nya bgm... Masih lebih mending Kredivo bunganya terjangkau",2,2022-06-11 03:01:38
8676,"Saya pelanggan lama,Saya baru aja lunasin karna iming2 di iklan bisa pinjam dengan jangka waktu 6 bulan dan angsuran nya terjangkau,,tpi setelah melunasin dan pengajuan lagi,ternyata pinjaman saya tidak di ACC dengan alasan skor kredit rendah...jadi saran saya buat yg mau pinjam,jangan pinjam di aplikasi ini,",1,2022-06-11 04:18:06
8729,Saya Sebenernya Pengajuan Pertama Sudah Lunas dan Mengajukan ke Pengajuan Ke -2 Kok Susah Amat Harus nunggu waktu yg di tentukan padahal kalau bayar tdk pernah terlambat. Tolong lah bisa menyimpan dan Menilai Kredit Nasabah yg Meminjam dengan Bijak sesuai dgn Iklan Aplikasi Anda! Jgn Rating besar di mana2 tapi kok malah skg Kualitas Buruk. Kecewa parah sih. . Ga Sesuai dgn Yg di Tampilkan iklan di Youtube dan dimana 🤣🤣,1,2022-06-11 14:15:28
7723,Saya suka dengan aplikasinya tapi saya benci dengan yg nelpon2 kek gak punya pendidikan gak seperti pinjol lainnya ... Klo dekat saya habisi orang itu ... Pembayaran gak pernah telat ke pinjol apapun malah diaplikasi ini CS kayak anj.....,1,2022-06-12 02:16:56
6343,"Udah diisi semuanya tinggal pengajuan tapi tidak menerima untuk meminjam ini gimana si aplikasi sangat tidak membantu, tolong data saya hapus atau simpan baik baik ada yang salahgunakan data saya tidak akan bertanggung jawab karna aplikasinya saya uninstal, terimakasih",2,2022-06-12 03:01:31
7663,"Dulu pernah download tapi belum pernah di pakai, sekarang cuma penasaran doang lihat iklannya banyak banget.Ternyata dari menakutkan semakin menyeramkan bunganya 😆 zona nominal kecil baru gak jantungan kayanya",1,2022-06-12 04:09:54
9552,"Tidak pernah terlambat bayar, dan merasa pinjaman ini sangat membantu. Tapi sekarang saya tidak dapat meminjam. Saya tidak tau kenapa. Tapi tidak apa-apa, saya hanya meminta untuk menghapus data-data saya, terima kasih",1,2022-06-12 05:05:31
9121,"Aplikasi pembodohan!! Baru diminta foto KTP langsung ada penolakan. Karena data di KTP sudah masuk, Mohon di jaga,jangan di sebar kan apalagi kalo ada apa"" atas nama saya, saya tidak mau bertanggung jawab dan saya akan uninstal aplikasi ini.trims",1,2022-06-13 13:35:58
9419,"Apk pinjaman cacat! Ngajuin pinjaman Verifikasi telpon cuma miscall , gimana bisa nerima panggilan klo gitu! Setelah kita gak angkat trus gagal di suruh coba lg nunggu sampe 3 bulan! Gak bgt deh apk seperti ini, gak membantu bgt. NO RECOMENDED!!! 👎👎👎",1,2022-06-13 14:05:50
3750,"Sangat2 terlalu banyak iklan ( dgn iklan yang berbeda pula) dengan manusia2 yg berbeda, ada yg customer tapi sekaligus sebagai produsen dgn durasi waktu yg bebeda juga???? Kalau sudah masuk OJK yg diam2 lah memang ADA KAMI MAU MENJADI MALAIKAT??? Lebih baik di Bank (perkreditan). Sudah bagus Adakami buat iklan yg banyak2, tetapi alangka lebih bagus dan beradab, mending tidak perlu lah . Saya download app Ada kami utk berikan komentar saja. Saya tidak butuh koq.👹👹👹",1,2022-06-14 03:55:09
7359,Omangan diiklan songong gk kek aplikasi lain diiklan aja bilang habis isi data bisa cek limit dan mengajukan pinjaman dan uang bisa langsung cair nggak kayak aplikasi lain cuma curi data diri aja ini aplikasi sama aja kek yg lain,1,2022-06-14 07:49:51
1507,"Saya menginstall aplikasi ini hanya karna ingin komen....Jujur aku muak kali sama iklan adakami ni, setiap iklan muncul, pasti adakami, macam gak ada iklan lain aja bah ku tengok. Juga aku ilfill kali sama pemeran yang mengiklan kan aplikasi ini, alay² model iklannya. Terlalu hiperbola, dilebih² kan. Sumpah iklan ni orangnya yang pameran in muak kaki aku lihat nya. Bukannya bikin tertarik, tapi malah jadi muak, ilfill lihat iklan ni saking banyak nya sama alay",1,2022-06-14 09:04:05
8802,"asli diantara apk lainnya ini yang paling simple ndak ribet prosesnya, dan dana anda cair cuma 5 menit setelah tanda tangan elektronik. cuman bunga pinjaman untuk tenor 6-9 bulannya ndak ngotak, bisa sampai 90% keatas per bulannya",4,2022-06-14 15:39:43
9799,"Kenapa biaya layanan nya terlalu tinggi, padahal di katakan cuma 1,42%, tapi kenyataannya biaya layanan nya hampir menyamai dengan jumlah yang saya pinjam, dan juga saya belum tanda tangan kenapa, tiba-tiba bisa udah tanda tangan",1,2022-06-14 23:46:35
7259,"Aplikasi nggak jelas, Untuk pelayanan sih bagus tapi H-3 Jatuh tempo sudAh di spam telpon dan chat WA. Di jelasin Kalau Belum jatuh tempo Malah bilang nggak mau tau",1,2022-06-15 08:57:09
3758,"Sangat sangat disayangkan, saya juga gak menyangka kalau bunganya beda dengan yg di iklan, setelah saya pakai ternyata jauh beda, mnyesal sih sangat,. Mohon yg lain berfikir 100X lebih teliti sebelum mencobanya",1,2022-06-15 13:19:06
5054,Super aneh.baru instal-daftar-tiba tiba nomor ktp sudah terdaftar di nomor 9692.padahal sama sekali belom pernah instal.dan belom pernah login. Kalau tiba tiba ada tagihan@siti awaliah. saya tidakbertanggungjawab. Terimakasih,5,2022-06-15 14:34:43
5081,Aplikasi pemaksaan. Hati2 bagi yg mau minjam dan instal aplikasi ini. Pinjaman belum ada di okekan tiba2 sudah masuk tanpa verifikasi jumlah angsuran dan tanda tgn elektronik. Mau diselesaikan dr email ataupun tlp cs jg tdk bisa. Tdk ada respon yg baik dr pihak sana. Jd seperti ditipu dan dipaksa minjam. Bunganya juga tinggi sekali. Tdk ada yg namany bunga rendah seperti di iklanny.,1,2022-06-15 16:02:45
6793,"Saya download aplikasi ini untuk membantu saya, tetapi setelah data saya masukkan dan lengkapi saat proses pengajuan pinjaman nomor rekening dan nama saya salah. Saya mau uninstal aplikasi ini. Tolong pihak adakami untuk menghapus data diri saya secara permanen. Jika suatu saat data diri saya digunakan dan mengatas namakan saya, saya akan menuntut jika itu terjadi.",1,2022-06-16 01:28:11
1799,"Saya sudah berkali kali klik untuk pinjam skarang,tapi slalu tida bisa masuk dengan alasan data internet saya jelek,pdahal saya pake wifi jaringanya bagus,dan dicoba pakai jaringan data seluler pun yg sinyal dan jaringan internetnya bagus pun tetap sama tida bisa.. Nyesel instal aplikasi ini dan isi data ini itu nya segala di aplikasi pinjol ini",2,2022-06-16 05:08:50
9153,"Tidak ada bintang sama skli untuk aplikasi ini... Penyalahgunaan nama baik, Sok2 kejar2 di telvon trus disumpahin.. kasihan yang dikejar-kejar... Saya sarankan jangan pinjam Disni yah teman-teman...🙌",1,2022-06-16 08:26:49
9368,"Jika tdk mengijinkan pinjaman kepada pengguna lama, tidak usah memberikan harapan yg sedang proses lah apa lah. Akhir nya di tolak buat apa di tinjau. Langsung aja di tolak klo begitu ada nya....Muakkkk sekali dgn topeng iklan nya mah bagus tp tdk real",1,2022-06-16 09:29:25
5478,Sangat dan amat sangat menyesal . Sangat menyesal sudah mau mengisi data yg saklar. Yg pribadi.. Ternyata cuma data doang.. Buat kalian jika mau mengisi data mohon pertimbangkan dahulu.. Terimaksih,1,2022-06-16 11:44:00
8716,Kepada pihak ada kami saya jujur sangat kecewa saya mengajukan pinjaman tapi di rekening saya transaksi reversal otomatis balik lagi ke rekening ada kami saya juga sudah cek ke bank katanya saldo balik lagi ke pengirim tapi saya sudah buat laporan ke pihak ada kami dengan bukti screen shot transaksi tapi belum di acc sampai saat ini tapi tagihan sudah muncul saya harap dana yang saya ajukan bisa cair secepatnya kalaupun tidak bisa di cairkan saya minta cancel aja,1,2022-06-16 17:51:44
8777,"belom keselesai konfirmasi,ga melanjutkan tanda tangan kontrak sama sekali,cuma mau cek bunga,tiba tiba ada transferan masuk.. niat sekali nipu nya👎",1,2022-06-16 20:17:54
4401,"Aplikasinya udah sulit untuk mengajukan pinjaman, dulu waktu pertama kali bisa, setelah itu udah sampai 6x pengajuan selalu di tolak dengan catatan ini itu, tapi mau perbaiki data yang di masukkan gak ada fitur untuk memperbaiki atau cek kembali datanya.",1,2022-06-17 00:09:49
3904,Adakami untuk bunga parah besar banget..kenapa bisa beda jauh dengan aplikasi lain..seperti akulaku..kredivo..Ucan..bunga nya kecil banget..Parah ..tolong dong di sesuaikan dengan aruran..seperti yg lain..,1,2022-06-17 14:01:10
6166,"Sya mohon dengan hormat kepada apk..adakami tolong hapus data"" sy,,yg sudah masuk pengajuan lalu di tolak,,,dan jangan di salah gunakan,,apabila ada penagihan atas nama sy,,melalui apk adakami sy tidak bertangung jawab..karna sy tidak pernah merasa nerima pinjaman,,yg ada di tolaaaaaaakk...trimakasih",1,2022-06-17 16:25:50
3720,"iklan dimana mana disetiap aplikasi pasti ada iklan adakami,bunga rendah,pencairan kilat,giliran udh diinstall isi data lengkap,pengajuan ditolak dan harus nunggu smpe 1 bulan.pdhl sy blm pernah punya masalah sm pinjol manapun.cuma saran buat aplikasi ini jangan sering sering muncul diaplikasi lahh mengganggu sekali.dan tdk membantu sama sekali.",1,2022-06-18 00:30:52
4683,"Sangat sangat tidak etis. Bayar tidak pernah telat, minjem double juga gak pernah telat. Mau minjem double lagi gak bisa alasannya masih ada yg harus dibayar. Sudah dibayarkan mau minjem lagi malah zonk. Apps gak jelas",1,2022-06-18 00:53:36
6771,"Aplikasi gak jelas ,, buat temen temen jgn sampai kalian instal aplikasi gak jelas ini , sudah dapat limit tapi kok di tolak , aneh , untuk adakami saya mohon hapus data saya ,",1,2022-06-18 02:57:32
6119,Punya 2 angsuran masing masing 4rts ribu dua dua sudah sy lunasi jauh jauh hari dengan priode masing masing 3priode sy sudah melunasinya finis semuanya.tp di aplikasi masih ada tagihan selanjutnya..dan sy hubungi cs adakami jawabannya masing masing masih punya cicilan satu kali lagi cicilan..mohon di cek kembali..masa sy harus bayar terus ga lunas lunas,1,2022-06-18 03:27:07
8617,Hanya pengen komen sebaiknya jangan pinjem ke pinjol soalnya bunganya tinggi adminnya juga tinggi temponya singkat saya sarankan pinjam ke teman saja dengan menggadikan/menyimpan barang yang kita punya kalo kalian butuh uang atau kalian ragu takut rusak barang nya jual aja misalnya handphone atau TV terus sisa uangnya beli hp baru yang lebih murah tapi bagus kalo uangnya gak cukup kan sekarang banyak aplikasi kredit tapi saran saya kalo beli barang di aplikasi kredit harus masih disegel ya 😄,1,2022-06-18 12:22:35
5757,"Gak ada menu membatalkan pengajuan pinjaman, ditambah bunganya gede bnget, asli gw gak sengaja menekan tombol pinjaman, malah tau2 dana masuk Bner feeling gw tentang perbedaan iklan sama aslinya, True story ini, jgn dah kalian download app ini!!!!",1,2022-06-18 17:14:48
9498,"Kebanyakan pasang iklan anjeng, ngentodd. Dan untuk tombol skip nya di gedein lagi, stiap klik tombol skip munculnya lu mulu, dan sory stiap muncul lu lgi gw bakal spam report ketidak puasan, biar rating lu turun ngentod¡!!!!!!!!!!!",1,2022-06-18 17:24:04
9066,"Pinjaman adakami memuaskan, Dibandingkan dengan pinjaman secara offline misalnya melalui bank, proses pinjaman di pinjaman online ini sangat mudah. Bahkan dana bisa langsung cair, waktu dan tenaga lebih hemat, serta pengajuan bisa dilakukan kapan saja",5,2022-06-18 17:35:57
7659,"Katany bunga lebih rendah 0,sampai dengan 1 % tp udh 3x pinjeman bungany malah lebih mahal dr aplikasi yg laen...trus dpt diskon potongan pembayaran 50% cb pengajuan pembaran'y bukan bunga lebih kecil malah menjadi mahal...padalah pinjeman'y sm dengan tempo yg sama 🤐",1,2022-06-18 18:53:11
6663,"Aplikasi ini sangat membuat saya kecewa , saya sudah bayar tagihan tapi di aplikasinya belum berubah terus di telfon terus , saya jadi terganggu sudh chat di aplikasi sampai di instagramnya tapi belum ada respon yang baik , saya mau tagihan saya di aplikasinya tolong di hilangkan karna saya merasa di tipu terus tagihanya malah tambah naik, terus ada cs penipu lagi minta saya untuk mengirim uangnya lagi nanti di kembalikan dengan uang yg pertama saya bayar dasar penipu saya minta tolong u direspn",1,2022-06-18 23:19:00
6036,"Sumpah BENCI BANGET.BANGET.BANGET.SAMA IKLAN Aplikasi ADAKAMI. Udh di KLIK CENCEL tapi tetep ga mau keluar, iklannya DI WAJIBKAN DOWNLOAD APK ini!! Bener"" MENGGANGGU banget tau ga!!!!!! Gw download juga karna pengin komen ADAKAMI!!",1,2022-06-19 00:25:48
8228,"amat sangat mengecewakan. seharusnya klo sy pinjam di Adakami,selama sy tdk bermasalah dg adakami hrs nya gak ada alasan utk menolak. OK klo pun mmg adakami gak mau minjami lagi maka jangan suruh nasabah nunggu 1bulan utk ajukan lagi dr saat penolakan pengajuan. lgs aja di tolak & gak usah pake di PHP suruh ajukan lagi 1 bulan. huh...iklan nya aja yg gembor2 seakan pinjaman nya mudah padahal ribet, gak msk akal pula alasan penolakan nya. klo gtu caranya sy gak akan merekomendasi kan ke teman2 sy",1,2022-06-19 02:00:12
5735,"Saya mendownload hanya karena ingin berkomentar. Saya tegaskan untuk TIDAK MEMINJAM UANG DI APLIKASI INI, setelah anda mengisi semua data yg di perlukan, & kalian juga sudah mendapatkan limitnya, itu tidak bisa kalian cairkan, walaupun data diri & semua informasi yg kalian berikan kallian isi sebagus mungkin, tetap kalian akan mendapatkan tulisan ini, ""SAAT INI TIDAK ADA PINJAMAN YANG SESUAI DENGAN ANDA"" . sampai sini jelas !.",1,2022-06-19 04:26:30
8036,"Saat ini belom ada produk yg cocok, slalu begitu pdhal uda mengajukan 2x smpai nunggu lama"" tetep sama fak sesuai iklan nya bohong bgt mulai saat ini tgl 19.07.2022 saya unstal apk ini jd tlong hapus data"" saya",1,2022-06-19 09:31:57
9004,"Halo pihak adakami Respon anda kenapa lama sekali saya by email dr tgl 17 juni 2022 belum dibalas , saya ingin membayar tagihan saya ini , gimana saya mau bayar dr pihak anda tidak memberikan saya kode pembayaran Sedangkan saya tidak bisa masuk ke akun adakami Sedangkan pihak anda sudah menghubungi kontak darurat saya sruh bayar , tapi giliran saya telpon lg tidak bisa Haduh aplikasinya masih sangat kurang gerakcepat responnya ! Tidak sperti aplikasi shope dan akulaku",1,2022-06-19 13:13:52
6734,"Kecewa blm sampai no rekening dan tanda bukti berapa jumlah yg kami inginkan tidak muncul, tolong ya kami tidak menerima uang nya sepeser pun, dan kalau data kami di mainkan kami akan bawa uruan ini ke polisi. Terimakasih",1,2022-06-19 13:20:55
8705,Perasaan saya belum mengajukan pinjaman dan tidak ada dana yg masuk ke rekening saya. Tapi kenapa sudah ada riwayat pinjaman dan pembayaran yaa. Download nya pun baru. Mohon untuk dibatalkan,1,2022-06-19 13:34:58
9805,Banyak iklan aplikasinya ga jelas sama seperti artis iklan nya ga jelas. Mendingan pinjam dr bank langsung ketahuan bunga nya.dr bank lunas biasa ambil lagi . Klu d ada kami kebanyakan sistem gila nya,1,2022-06-19 19:10:12
4895,"Bayar rajin, tidak pernah telat, bahkan kurang 2 minggu dari jatuh tempo udah bayar, udah beberapa kali pinjem di acc terus, eeeeh...mau pinjem selanjutnya padahal kecil pinjemannya malah di tolak, pinjol aneh, coba cek history transaksi saya, ada ga yg telat bayar !!!",1,2022-06-20 03:29:22
9690,"menurut info dr teman , app Ada kami pelayanan nya bagus dan TDK muluk2, app ini konsisten kok, mmg ada beberapa kesalah sistim (error' Teknologi) dan kekeliruan sistem ( SDM pengelola App) , utk meminimalisir pengeluhan , alangkah baik nya ADA KAMI membuka cabang disetiap kabupaten/kota atau setiap satu provinsi satu cabang , entah itu bisa dinamakan cabang cutomer servis atau sejenis nya , utk menetralisir opini publik 👍",5,2022-06-20 06:09:33
7032,"Ga ngerti apk ini, sy lunasi pinjaman yg pertama tanpa keterlmbatan, tetapi sy coba mngjukan yg kedua yg sdh tenggang waktu hmpir satu th masih diltolak, satu ranting terlalu mahal utk apk ini. sy kecewa sekali",1,2022-06-20 11:22:21
9354,"Sangat tidak di rekomendasikan, kenapa? Karena cicilan pertama saya tepat waktu bahkan belum jatuh tempo saya bayar, cicilan kedua baru telat 1 hari sudah di teror dengan bahasa kasar ""babi"" Dan ""dajjal"" Huwawww gak etis sekali yaaa",1,2022-06-20 12:33:00
9054,"Dari pinjaman pertama sampai yg terakhir lancar dan sudah lunas, bayar pun tdk pernah telat tp pas pengajuan lg ditolak sampe 3x penolakan, kecewa sih. Untuk ada kami atas nama devi ariyanti aplikasi saya uninstal karena pinjaman saya sudah lunas dan tidak ada tanggungan lg, mohon djaga baik2 data2 privasi saya, bila dkemudian hari terjadi penyalahgunaan data saya, saya tidak bertanggung jawab karena sudah saya uninstal aplikasiny. Terima kasih.",4,2022-06-20 13:22:53
4971,Saya sangat tidak nyaman di tlp tiap jam padahal saya sudah melakukan pembayaran 3 hari sebelum jatuh tempo. Tapi yg nlp terus menerus tidak tau waktu. Padahal masih 3 hari jatuh tempo dan saya sudah melakukan pembayaran. Coba di perbaiki lagi sebelum nlp bisa di cek terlebih dahulu,1,2022-06-20 13:36:49
8459,Tolong simpan data saya terima kasih pinjaman saya di tolak begitu cepat padahal baru beresin data .klo ada tagihan dari adakami itu bukan saya saya akan uninstall aplikasi ini skrang jg,1,2022-06-20 15:58:25
6983,"Gila nih app klo kita pinjem di hitung2 hampir sama jumlah yang harus kita bayar dg yg kita pinjem, misal pinjem 600,kita gantinya hampir 600juga bunga+ layanan, jauh banget dengan cicilan di kredivo..",1,2022-06-20 23:15:56
5740,"Emang gak jelas aplikasi ini, saya membayar sangat tepat waktu dan bahkan sebelum tempo, setelah lunas saya mengajukan pinjaman lg tiba"" tinjauan di tolak. D chat di email 2 hari yg lalu gak di balas. Anehhh dan gak jelas banget!",2,2022-06-20 23:36:18
9916,pengalaman saya ..telat satu hari adakami biasanya suka mengancam dengan kata2 yg tidak pantas..yg ngak seharusnya di lakukan pinjol berbasis ojk..mirip pinjol liar..twrnyata bunganya juga tinggi.mdh2an bisa ngak pinjem lagi di adakami..di spam terus 3 hari seblm jatuh tempo..kayak utang milyaran,1,2022-06-20 23:38:24
7959,"Komen cm mau blg iklan sinting napain muncul trs merusak kesenangan org,ini kyk iklan spam..... playstore Napa ini?? aplikasi ga berguna,ga da yg minat,instal ini cm mau ulasan,segitu ny nyari cuan,spam iklan trs,menganggu,tolong lh hormati hak org jgn iklan kau Mulu yg muncul",1,2022-06-21 01:36:51
7039,"Ini pinjol mnyebalkan bngt,,aplikasi yg td'a gda ikan tiba2 nongol adakami,, bnr2 pinjol mngganggu,, tiap bka aplikasi apa z ni pinjol nongol,, iklan si iklan,tp jgn ganggu kenyamanan org,, liat fto sndiri di fb z tiba2 iklan ini muncul,, katro bngt",1,2022-06-21 02:19:13
9517,Tumben ketemu aplikasi yg limit bunganya gak besar semoga sukses cuman saya punya saran klo bisa walaupun limit peminjamannya 2 jt kasih keringan bagi kita sebagai pengusaha kecil kecilan atau sebagai pelajar untuk mencicil sampai dengan 8 bulan atau 9 bulannya agar cicilan perbulannya gak terlalu banyak mohon responya.semoga sukses selalu.😄😄😄😄,5,2022-06-21 04:49:48
2817,"Sangat kecewa,,tidak sesuai dgn iklan.isi data ribet dan setelah selesai isi data malah pengajuan di tolak.trnyata bener yg di katakan temen"" kalo aplikasi ini tdk sesuai dgn iklan nya.mohon data saya di hapus..",1,2022-06-21 13:34:07
9307,Jgan unduh aplikasi ini.. fakta dan iklan jauh berbda dari yg di janjikan.. udah isi data bnyak dan di tolak... iklan bnyak... mau minjem kta nya ga ribet skali nya sampe emil perushaan pun di minta.. klo alasan nya bgtu mending sklian pinjm di perushaan ngapain minjem di ada kmai.. jgn unduh aplikasi ini iklan dan fakta nya jauhh beda.,1,2022-06-21 13:36:49
5918,iya setujuh iklan selalu muncul di email mengganggu banget udh itu pas pinjaman ke dua selalu di tolak pada ada history pembayaran saya gak telat tp kena gak sesuai dengan dan judul aplikasi ada kami haa haa,1,2022-06-21 13:42:20
8767,Baru telat 3 hari ddi tagihnya udah kaya telat berbulan bulan. Nyesel jadinya minjem di aplikasi ngga jelas. Tenang gw lunasin kok. Berharap di breklist aja nih aplikasi. Gw tau lokasi kantornya. Jngan sampe tiba tiba ada yg dateng meriksa.,1,2022-06-21 14:42:12
7104,"Woooy itu bintang iklan yang menarik dikit apa pemerannya, orang2 mana tertarik lihat iklan yang kaya gitu,iklan jelek, kualitas akting jelek, bahasa kaku, orang2 nya gak bermutu..",1,2022-06-21 18:01:38
8431,"Mau bayar aja susah k alfamart pertama gk bsa buar debet bank lain Kedua bayar harus pke BNI gmna klo gk ada Ke tiga byar kes k alfa max cm bsa pinjaman 2,5 jt... Mau bayar kok susah tlat byar nti nagih trus...bolak balik cm ngurusi mau bayar gmna klo orang tlat byar coba...perbaiki lagi aplikasiy kyak easy cash gampang tuch.",2,2022-06-22 01:27:42
6464,"Mau coba2 di apk ini tp baru pengajuan verifikasi di tolak Jd mulai hari ini tgl 22 juni 2022 sy meng uninstal apk ini. Mohon data yg sdh masuk di jaga dan jgn di salahgunakan, bila perlu tolong di hapus saja. Terima kasih",1,2022-06-22 06:55:48
2566,"Sebenarnya ada kamu sangat membantu di saat butuh dana mendadak. Saya sering meminjam di adakami dan tidak pernah terlambat. Namun, tiba tiba limit saya tidak bisa digunakan lagi untuk meminjam, hanya karena saya bayar 3 hari sebelum jatuh tempo pinjaman sebelumnya, padahal itu belum jatuh tempo dan tidak terlambat. Sangat sangat mengecewakan, setelah itu pula langsung uninstall.",1,2022-06-22 12:12:25
3957,"Saya kecewa dengan apk ini , saya sudah lama menggunakannya tetapi saat saya meminjam kembali , pengajuan saya di tolak mentah2 , keterlambatan utk pembayaran padahal tidak pernah , toolong pertimbangkan nasabah yang mana telat bayar dan sesuai dengan tanggal yang di tentukan !!",5,2022-06-22 12:20:05
9971,"platform oke sangat mudah digunakan.meminjam modal aplikasi sangat bagus informasinya sederhana dan cepat di setujui dan bunga pimjam konsumen bernilai tinggi, juga bisa di terima perangkat lunak pinjam menyukainya lebih muda sangat rekomendasi mudah,sangat mebantu enak bangat aplikasi ini buruan dowload nggak rugi gue dowload aplikasi ini enak bangat ayo buruan dowload ketagihan gue dengan aplikasi ini jangan ragu ragu deh buat dowload yok buruan dowload dan aplikasi adakami ini bagus mantap👍",5,2022-06-23 01:36:49
7672,Biaya pelayanan lebih tinggi dari bunga pinjaman. Dan tolong ya saya 1 minggu sebelum jatuh tempo saya sudah membayar tagihan. Kok masih sering dapat telepon sihh... Anehh. Ini jadi pinjaman terakhir saya. Males banget ngga pernah telat bayar tagihan masih saja di telepon.,3,2022-06-23 04:59:48
9868,"Aplikasi menyesatkan sudah banyak korbannya, awalnya pinjam bunga besar, kemudian akan pinjol lagi untuk membayar pinjol sebelumnya, semoga masyarakat indonesia bisa lebih cerdas dan tidak terjebak dengan pinjol",1,2022-06-23 05:04:37
7635,"Dulu kasi pinjaman pasti selang seling, pinjaman pertama ditrima berikit nya gagal suru nunggu dan akan di kasi setelah tgl yg tentukan, tapi dari beberapa bulan lalu selalu gagal, pada hal bayar lancar dan gx pernah lewat jatuh tempo, kalau emang sudah gx mau kasi pinjaman atau sudah gx bisa mending tutup aja aplikasi nya....... kecewa",1,2022-06-23 08:23:14
9338,"Kenapa diriwayat pinjeman masih aja ada sedangkan saya sudah memenuhi yah.. Pokonya saya tidak bertanggung jawab klw ada yg tlp kesa suruh bayar, sya punya bukti"" Semua. Kata nya dalam 1x24jam itu hilang sendiri sendang ini blum saya hilang..",5,2022-06-23 13:13:35
9337,"Aplikasinya kurang balik pasmau login data diri itu berhasil tapi mau minjam uang itu di aplikasi itu tidak berhasil dan tidak ada uang pinjaman masuk di rekening saya, waktu ini ada sms masuk tagihan bungan pinjaman dri aplikasi adakami, SAYA MAU NANYA KNPA UANG YANG SAYA PINJAM WAKTU SEBULAN YG LALU KNPA BELUM MASUK REKENING SAYA..? Uang yg saya pinjam blm dikirim knpa sudah dimintain buanga sama aplikasi adakami. KAMU BOONGIN SAYA SAYA BISA LEBIH DARI ITU👹👹👹👺 mkak sya itu dibalik topeng",1,2022-06-23 18:28:07
7103,"Hallo ada kami, sy kasi bintang 4 karena sudah banyak membantu, tetapi sy mau unistall aplikasinya karena pembayaran sy sudah lunas, mohon data"" sy di jaga a/n : I Putu Kusalasmana jangan di salah gunakan Terim kasih",4,2022-06-23 23:06:50
8165,Dari dulu pake ini gk pernah bermasalah dan pembayaran selalu jauh sebelum jatuh tempo tapi sekarang di tolak terus pengajuan Tolong jaga data saya karna saya tidak pake apk ini lagi Mengecewakan!!,1,2022-06-24 06:38:22
1496,"Ni kenapa padahal data udah lengkap di suruh tunggu satu menit tapi heran nya ko ga ada jumlah untuk masukin harga jumlah uang nya tiba tiba langsung ada pesan credit anda limit. Tolong kalo memang ga bisa, balikin data pribadi saya dengan amat sangat",1,2022-06-24 07:06:58
5869,Dibilang kecewa si ngga. Mungkin karna sudah peraturan aplikasi bahwasannya saya sudah menginstal isi data dan sudah ke tahap pengajuan ternyata tidak di acc dikarnakan limit saya lemah katanya. Tapi saya mohon data saya di jaga bahkan di hapus karna saya akan meng unistall aplikasi ini... TERIMAKASIH,1,2022-06-24 08:32:34
9255,"Saya kecewa sekali,bunganya tidak sesuai dgn iklannya,saya minjam 2juta 2ratus,masa bayarnya 3juta 734ribu, berarti hampir seratus persen biaya pelayanan dan bunganya! Masa pemerintah masih membiarkan ojol kayak gini!!!! OJK nya gak ngerasain jadi rakyat kecil",1,2022-06-24 19:08:01
1522,"Bayar di awal pembayaran bagus ga prnh lewat dr tgl pembayaran tp ngajuin d tolak, Harus nya mempertahankan nasabah yg riwayat pembayaran nya bagus, bukan cari nasabah baru yg blum tentu terlihat kualitas kreditnya. Tolak langsung uninstall d tgl (21-06-2022) klau ada penagihan d keesokan hari saya tdk mau bertanggung jawab, sebab saya hanya punya 1 no rekening tujuan atas nama pribadi. Klau ada pencairan ke rekening berbeda atau nama penerima berbeda dr data saya, itu kesalahan sistem anda..",1,2022-06-25 01:29:42
