,text,category
15406,"BEIJING (Reuters) - He may be a divisive figure back home, but U.S. President Donald Trump will be landing in friendly territory when he arrives in Beijing on Wednesday, judging by Chinese social media. On platforms such as the Twitter-like Sina Weibo, Trump s Chinese supporters, who admire his business success and a free-wheeling style unconstrained by political correctness, are far more prominent than detractors. While no comprehensive survey has been done to assess the size and intensity of Trump s popularity in China, several pundits suggest he has broad and vocal support.  Chinese people are impressed that he is extremely rich, he loves things splendid and magnificent, and he loves to show off. Not every billionaire is like that,  said Yin Hao, who translates American news and comedy clips for his nearly one million followers on Weibo.     Yin said his translated Trump-related video clips sometimes attract thousands of comments, where some supporters engage in name-calling and invective in defending the president.  They will keep posting comments to defend Trump, mock his opponents under all news clips that involve Trump, and rebuke any comments that are not in favor of Trump,  Yin said. Chen Jibing, a Shanghai-based political commentator, said Trump s Chinese fan base is different than that for previous foreign leaders such as his predecessor, Barack Obama, and for British Prime Minister Margaret Thatcher, who enjoyed widespread but tepid support.  Chinese Trump fans are seriously and truly invested, and you had better not make light of offending them,  Chen wrote in a social media post to his millions of followers. While Trump encountered protests during his visits to Japan and South Korea on the first two legs of his 12-day Asian tour, such scenes are unlikely in China, which tightly controls public gatherings, with media and the internet subject to censorship. China s ambassador to the United States, Cui Tiankai, said Trump will receive a  state visit-plus  experience in Beijing. He is expected to go to the Forbidden City and participate in an inspection of Chinese troops, though China has released few other details. Trump s popularity in China largely comes from his disdain for political correctness and defiance of traditional liberal western views, which many Chinese consider elitist and unrealistic, Chen said. His criticism of the U.S. trade deficit with China, for example, is seen by many in the country as standard U.S. political talk, some pundits say.     In China, realists hold a deep-rooted belief that the rule of the jungle means the strong prey on the weak,  Chen said.  For them, the world is not split into right and wrong, good or evil, it is only success or failure, the powerful and the weak.   Factual errors or gaffes by Trump tend to be ignored by his Chinese fans or explained away as harmless mistakes made by a leader who writes his own rules. In Japan on Monday, Trump told Japanese Prime Minister Shinzo Abe that the Japanese economy was not performing as well as the United States  and appeared to mistakenly say that Japan s economy was the world s second-largest. It is actually third, after China s. An editor at a major state publication told Reuters was inclined to be forgiving about Trump s remark to Abe:  He s a free spirit. No one can tell him what to do.    Many on Chinese social media see Trump as a figure of fun.  Rather than being a president, Trump is more like a comedian!  one Weibo user wrote. In a country where parents are traditionally judged by the success of their children, Trump scores extra points for his daughter Ivanka, a businesswoman and currently advisor to President Trump, and her Mandarin-speaking children. One Chinese state publication said that all five of Trump s children are a testament to his character.  You can tell what parents are like through their childrens  success. Trump s five children are all excellent, it means he is a very successful father,  the China Education Daily said on its social media account. Ivanka Trump is sometimes referred to as  goddess  on Chinese social media, where some were upset that the first daughter would not be accompanying her father to Beijing.  SAD! Ivanka is not coming to China,  said Jiang Xiaofeng, a journalist with Phoenix TV on Sina Weibo, appropriating one of Donald Trump s favorite Twitter exclamations.  ",worldnews
15407,"ISTANBUL (Reuters) - Turkey s President Tayyip Erdogan will travel next week to Qatar, which Ankara has supported in its dispute with powerful Gulf Arab neighbors, presidential sources said on Wednesday. They said Erdogan would visit Doha on Wednesday, following trips to Russia and Kuwait. Turkey has backed Qatar since Saudi Arabia, Egypt, the United Arab Emirates and Bahrain, cut economic and diplomatic ties in July, accusing Doha of supporting terrorism, a charge it denies. Turkey has increased trade with Qatar since the start of the embargo and the two countries have held joint military exercises in the Gulf state, where Ankara has a military base. It has said it will deploy 3,000 troops at the base. ",worldnews
15408,"MANILA (Reuters) - Philippine President Rodrigo Duterte on Wednesday said he planned to raise the issue of conflicting claims in the South China Sea at an Asia-Pacific Economic Cooperation (APEC) meeting in Vietnam, and ask China its real intentions. He added that it was time for Manila to clarify with Beijing if Southeast Asian countries were allowed to freely navigate the disputed strategic waterway through which about $3 trillion in trade passes every year.  So it s about time, either in the bilateral or in the plenary, I should be bringing this important matter to the surface,  Duterte told a news conference prior to his departure for Vietnam s central city of Danang, the site of the meeting. ",worldnews
15409,"MOSCOW (Reuters) - Russian Deputy Foreign Minister Sergei Ryabkov said on Wednesday that Moscow has never supported the imposition of a complete embargo on North Korea, RIA news agency reported.  Ryabkov added that attempts by the United States to resolve all problems with sanctions were extremely alarming and that the crisis around North Korea would be addressed in President Vladimir Putin s meeting with U.S. counterpart Donald Trump. Ryabkov said there was no clarity when the meeting will take place, RIA reported. Russian officials have said Putin and Trump would meet at the Asia-Pacific Economic Cooperation forum in Vietnam this week. ",worldnews
15410,"BEIRUT (Reuters) - Lebanon s outgoing prime minister, Saad al-Hariri, made a brief visit to the United Arab Emirates from Saudi Arabia on Tuesday despite a deepening crisis back home and a rise in regional tensions triggered by his surprise resignation. Hariri announced his resignation on Saturday during a visit to his ally Saudi Arabia and has not yet returned to Lebanon. He said he believed there was an assassination plot against him and accused Iran, Saudi Arabia s arch-rival, and its Lebanese ally Hezbollah of sowing strife in the Arab world. His resignation has thrust Lebanon back into the frontline of the regional rivalry that pits a mostly Sunni bloc led by Saudi Arabia and allied Gulf monarchies against Shi ite Iran and its allies. Hariri s office said he had flown to Abu Dhabi on Tuesday and then returned to Riyadh, but it gave no reason for the trip. It also did not say when he would return home. Hariri s Future TV channel said he would also visit Bahrain but gave no reason. Hezbollah has accused Riyadh of forcing Hariri to resign. Riyadh and aides to the Lebanese leader, whose family made their fortune in the Saudi construction industry, have strongly denied reports that he has been detained or was forced to quit. On Monday Riyadh accused Lebanon of declaring war against it because of aggression by Hezbollah, dramatically escalating the crisis and threatening to destabilize Lebanon. On Tuesday Lebanese politicians and Hezbollah remained silent about the escalation in Saudi rhetoric after a series of consultations with President Michel Aoun, a Hezbollah ally.  A rocket fired from Yemen was intercepted on the outskirts of Riyadh hours after Hariri s resignation on Saturday. On Monday, Saudi Foreign Minister Adel al-Jubeir told CNN the rocket  was an Iranian missile launched by Hezbollah .          Iranian President Hassan Rouhani called Aoun on Tuesday to discuss developments, telling him that unity among the Lebanese people would ensure that external strife and regional problems could be overcome, Iran s state news agency IRNA reported.  Iran will do all it can to bolster the stability of Lebanon,  IRNA quoted Rouhani as saying. Hariri s resignation has triggered the collapse of a national unity government agreed last year in a political deal that united Lebanon s opposing sides. This had led to Lebanon s first budget since 2005 and to agreement on a new law for a parliamentary election, which could now get derailed. Aoun has said he will not accept Hariri s resignation until he returns to Lebanon to explain his thinking   a move widely seen as a stalling tactic. Hezbollah and its allies will struggle to form a government without Hariri or his blessing. The post of prime minister must be filled by a member of Lebanon s Sunni community, among which he is the most influential politician.  The pro-Hezbollah al-Akhbar daily reported on Tuesday that Hariri  was placed under house arrest hours after arriving in Riyadh last Friday , that a Saudi security team was supervising his movements and that he had only limited access to his phones. Fouad Siniora, a former prime minister and member of Hariri s Future Movement, said he had spoken to him on Monday and added that Hariri would return to Lebanon. The political crisis has alarmed investors. On Tuesday Lebanon s dollar bonds fell and the cost of insuring exposure to its debt reached its highest since late 2008, and Moody s ratings agency warned of damage to its credit rating. Five-year credit default swaps (CDS) for Lebanon LBGV5YUSAC=MG jumped 51 basis points from Monday s close to 588 bps, according to IHS Markit data. Lebanon s 2022 issue dollar bond LB055923779= fell 3.4 cents to 92 cents in the dollar, trading at its lowest ever level, Thomson Reuters data showed. The finance minister, central bank governor and head of the banking association all issued statements on Monday stressing Lebanon s financial and monetary stability. ",worldnews
15411,"BEIRUT (Reuters) - The European Union on Wednesday said it reaffirmed support for Lebanon s stability and unity after Saad al-Hariri s resignation as prime minister on Saturday plunged the country into crisis. In a statement, EU ambassadors called on all sides  to pursue constructive dialogue  and to continue work to strengthen Lebanon s institutions and to prepare for parliamentary elections in early 2018 in adherence with the constitution. ",worldnews
15412,"BANGKOK (Reuters) - Thailand s Puea Thai Party on Wednesday urged the ruling junta to end a ban on political activity since the 2014 coup, saying it feared a delay could signal that a general election promised for next year might be pushed back yet again. The rare statement from the party whose government was ousted in 2014 comes amid growing calls from groups of all political stripes to scrap the ban ahead of the November 2018 election the junta has promised.  The junta s continued ban on political activity could provide a channel or excuse to delay elections again, as has happened before many times,  it said after an announcement by Prime Minister Prayuth Chan-ocha that the ban would stay. The junta had said it would consider lifting the ban, which had drawn condemnation from Western governments and the United Nations, following the Oct. 29 end of a funeral ceremony for King Bhumibol Adulyadej.  But after a cabinet meeting on Tuesday, Prayuth, who led the 2014 coup, said the ban would be retained because Thailand was not ready for political conflicts. Tension has festered since 2006, when a coup removed then prime minister Thaksin Shinawatra. Subsequent bouts of unrest included deadly street protests. Thailand is divided broadly between those backing Thaksin and his sister, former Prime Minister Yingluck Shinawatra, whose government was removed in the 2014 coup, and the elite in the capital, Bangkok.  Thaksin is credited by some as being the first Thai prime minister to tap into the potential of the rural electorate. But his enemies accuse him of corruption, which he denies. Thaksin and Yingluck live abroad. Yingluck fled Thailand in August, ahead of a verdict in a negligence trial that eventually found her guilty and handed down a five-year jail term. Thaksin fled to avoid a 2008 jail term for corruption. Government spokesman Sansern Kaewkamnerd said the junta, formally known as the National Council for Peace and Order (NCPO), did not want to hold on to power.  The NCPO has no such thought to not return power to the people, but we have to wait until country is more peaceful first,  he told Reuters. Other political parties echoed Puea Thai s call.   Parties should at least be allowed to hold meetings to select new board members,  said Nipit Intharasombat, a deputy leader of the Puea Thai s rival Democrat Party.  The continued ban lets the military gain popularity before the election, academic Titipol Phakdeewanich told Reuters.  With the political ban in place, people only receive one-sided information, allowing the NCPO to build its credibility and discredit other parties,  said Titipol, the dean of political science at northeastern Ubon Ratchathani University. Although Prayuth cannot stand for election, a new military-backed constitution offers a route for him to be chosen as  outside prime minister . ",worldnews
15413,"BEIJING (Reuters) - China s foreign ministry on Wednesday said that China fully and strictly implements U.N. Security Council resolutions on North Korea and will investigate if there are activities that contravene resolutions. China upholds resolving the North Korean nuclear issue via talks, ministry spokeswomen Hua Chunying added, speaking at a regular news briefing in Beijing.  U.S. President Donald Trump will ask China to cut its financial links with North Korea and to abide by U.N. sanctions when meeting with Chinese President Xi Jinping in Beijing, a senior White House official said on Wednesday. Trump arrived in Beijing on Wednesday afternoon from South Korea for a two-night stop in the Chinese capital as part of his marathon Asia tour. ",worldnews
15414,"BEIJING (Reuters) - U.S. President Donald Trump will ask China to cut its financial links with North Korea and to abide by U.N. sanctions when meeting with Chinese President Xi Jinping in Beijing, a senior White House official said on Wednesday. Trump arrived in Beijing on Wednesday afternoon from South Korea for a two-night stop in the Chinese capital as part of his marathon Asia tour. The U.S. president was undecided on whether to declare North Korea a state sponsor of terrorism by the end of his trip, the official said, speaking to reporters on-board Air Force One. Trump believes any talks with the North would require reducing threats, ending provocations and movement toward denuclearization and that no deal can be achieved without denuclearisation, the official added. ",worldnews
15415,"MANILA (Reuters) - The Philippines  anti-graft body filed criminal charges against former President Benigno Aquino on Wednesday for mishandling a botched anti-militant raid that resulted in the death of 44 police commandos in 2015. The police officers  deaths at the hands of an overwhelming number of rebel gunmen contributed to the stalling of peace efforts with Muslim separatists in the southern Philippines and was the biggest crisis of Aquino s 2010-2016 presidency. The Office of the Ombudsman said it had charged Aquino with usurpation of authority, as well as graft and corruption, following preliminary investigations. The agency said the former leader allowed a suspended police chief to be involved in the planning and execution of the January 2015 incident in Mamasapano in Maguindano province and kept the interior minister and police officer in charge out of the loop. Aquino s representative did not respond immediately to a request for comment.  Police Special Action Force commandos killed two al Qaeda-linked militants but were ambushed and outnumbered by militants during the raid. The incident caused national outrage and Aquino s approval and trust ratings fell to record lows. A bill put to Congress by the government and the separatist Moro Islamic Liberation Front to grant self-rule over the predominantly Muslim region of Mindanao island stalled, which many in the process blamed on the impact of the Mamasapano incident. The bill has since been reworked and is expected to be put to Congress again soon, with President Rodrigo Duterte determined to see it passed as a means to develop the country s most impoverished region and arrest the spread of radical sentiment and the influence of the Islamic State group. ",worldnews
15416,"BEIRUT (Reuters) - Saudi Arabia has opened a new front in its regional proxy war with Iran, threatening Tehran s powerful ally Hezbollah and its home country Lebanon to try to regain the upper hand. With Iranian power winning out in Iraq and Syria, and Riyadh bogged down in a war with Iran-allied groups in Yemen, the new Saudi approach could bring lasting political and economic turmoil to a country where Tehran had appeared ascendant. The resignation on Saturday of the Saudi-allied Lebanese prime minister Saad al-Hariri, announced from Riyadh and blamed on Iran and Hezbollah, is seen by many as the first step in an unprecedented Saudi intervention in Lebanese politics.  The Saudis appear to have decided that the best way to confront Iran is to start in Lebanon,  a European diplomat said. Riyadh is blaming Hezbollah for the resignation of Lebanon s preeminent Sunni politician, accusing it of  hijacking  Lebanese politics. But Saudi Arabia is also widening blame to Lebanon as a whole, saying it too has declared war on the Kingdom. A Saudi minister has made the near impossible demand that Lebanese act against a group that is a major part of Lebanon s political fabric and far more powerful than the weak state, with a guerrilla army that out guns the national military.  Coinciding with a major anti-corruption purge of top Saudis, Hariri s shock announcement has given rise to suggestions from Hezbollah and others that his Saudi business interests had embroiled him in the probe and he was forced to resigning. Saudi Arabia and Hariri s allies deny that, and assertions that Hariri is under house arrest. They say his hand was forced by Hezbollah interventions in Arab countries in service of Iran.  Saudi Foreign Minister Adel Jubeir said Hezbollah had been  calling the shots  in the Hariri government, which included two Hezbollah ministers and was formed last year in a political deal that made Michel Aoun, a Hezbollah ally, head of state. Hezbollah and its allies will struggle to form a government without Hariri or his blessing, leaving Lebanon in a protracted crisis that could eventually stir Sunni-Shi ite tensions, though there is no sign of this yet as all sides urge calm.  Announcing his resignation, Hariri cited an assassination plot against him and slammed Iran and Hezbollah for sowing strife and trying to  kidnap  Lebanon away from the Arab world. The declaration came as a surprise even to Hariri s aides. It is not clear what comes next: Saudi-backed efforts to weaken Hezbollah in Lebanon failed badly a decade ago, ending with a bout of Sunni-Shi ite fighting on the streets of Beirut that only underlined Hezbollah s military dominance. The regional struggle moved elsewhere in recent years, notably neighboring Syria where years of Saudi investment in rebel groups fighting President Bashar al-Assad failed to withstand direct military intervention by Iran and Hezbollah.  In Iraq, Tehran-backed militias and Iranian commanders have often seemed as powerful as the U.S.-backed Iraqi military, most recently in an operation to retake Kirkuk from Kurdish forces. So emboldened was Iran that top Iranian official Ali Akbar Velayati trumpeted his regional alliance s success from Beirut last Friday, declaring victories in Iraq, Syria and Lebanon. His statement to the media after a meeting with Hariri was seen as a major provocation to regional Sunni powerhouse Saudi Arabia. Hariri left for Saudi Arabia immediately afterwards, cancelling previously scheduled engagements and catching even his closest advisors off guard the next day with a declaration first broadcast by Saudi-owned media. The regional standoff flared in the Gulf hours later, with Iran-allied groups firing a ballistic missile at Riyadh from Yemen. Saudi Arabia says it was launched by Hezbollah. Hezbollah has not responded to the accusation. Neither Hezbollah nor the Lebanese government responded on Tuesday to the Saudi accusation, voiced by Gulf affairs minister Thamer al-Sabhan, a top aide to Crown Prince Mohammed bin Salman, that both Lebanon and Hezbollah had declared war.  The Lebanese government will be dealt with as a government declaring war on Saudi Arabia, and all Lebanese must realize these dangers and work to resolve the issues before we reach the point of no return,  he said in an interview with Al-Arabiya TV.     Crown Prince Mohammed told Reuters last month the war in Yemen would continue to prevent the Iran-allied Houthi movement from becoming another Hezbollah at Saudi s border.  Hezbollah was established by Iran s Revolutionary Guards in 1982 to fight Israeli troops in Lebanon. Its last major war with Israel was in 2006, since when Hezbollah has grown stronger. While Sabhan vowed that Hezbollah would be forced back into  its caves  in southern Lebanon, any Saudi military action in Lebanon - such as air strikes - would come as a major surprise. Political paralysis and tension is however a big threat to an already stagnant economy, and could derail next year s parliamentary elections - Lebanon s first since 2009. Policymakers have scrambled to calm concern over the financial stability of the heavily indebted state. They say the Lebanese pound - pegged against the dollar at the same rate for 20 years - is stable.     Hariri was spearheading efforts to garner international aid to help Lebanon deal with the strain of hosting 1.5 million Syrian refugees, or a quarter of the population. Leaders on all sides say there should be no further escalation. Both Hezbollah and Hariri s Future Movement have worked to contain Sunni-Shi ite tensions during the war in neighboring Syria. Hezbollah leader Sayyed Hassan Nasrallah has called for calm and patience in the face of Hariri s resignation. Okab Sakr, a member of Hariri s Future Movement, noted that protests in solidarity with Hariri had been canceled to avoid trouble.     Sabhan, the Saudi minister, has called for  real sanctions  and alliances  to find a fundamental solution to this cancerous disease , saying Hezbollah should be disarmed and kept out of government. Hariri, who was thrust into politics by the 2005 assassination of his father, Rafik al-Hariri, led years of political struggle with Hezbollah in Lebanon. But his Saudi-backed  March 14  coalition failed to make any progress toward Hezbollah s disarmament as demanded by U.N. resolutions.     Echoing the Saudi position, the United States has also taken new measures targeting Hezbollah in recent weeks, as President Donald Trump takes a tougher stance toward Iran.  It has offered a bounty for two Hezbollah officials, and the House of Representatives has backed new sanctions targeting entities found to support it. ",worldnews
15417,"DUBAI (Reuters) - Saudi Arabia s crown prince said Iran s supply of rockets to militias in Yemen is an act of  direct military aggression  that could be an act of war, state media reported on Tuesday. Prince Mohammed bin Salman s comments were published after Saudi air defense forces intercepted a ballistic missile that Saudi Arabia said was fired toward Riyadh on Saturday by the Iran-allied Houthi militia, which controls large parts of neighboring Yemen.  Saudi-led forces, which back the internationally-recognized government, have been targeting the Houthis in a war which has killed more than 10,000 people and triggered a humanitarian disaster in one of the region s poorest countries. The supply of rockets to the Houthi movement could  constitute an act of war against the kingdom,  state news agency SPA on Tuesday quoted Prince Salman as saying in a call with British Foreign Minister Boris Johnson. Iran has denied it was behind the missile launch, rejecting the Saudi and U.S. statements condemning Tehran as  destructive and provocative  and  slanders . In reaction to the missile, the Saudi-led military coalition said on Monday it would close all air, land and sea ports to the Arabian Peninsula country. The United Nations on Tuesday called on the coalition to re-open an aid lifeline into Yemen, saying food and medicine imports were vital for 7 million people facing famine.  The situation is catastrophic in Yemen, it is the worst food crisis we are looking at today,  Jens Laerke of the U.N. Office for the Coordination for Humanitarian Affairs (OCHA) told a briefing in Geneva. The missile launch was  most likely a war crime  Human Rights Watch said on Tuesday but also urged Saudi Arabia against restricting aid access to Yemen, where the United Nations estimates nearly 900,000 people are infected with cholera.  This unlawful attack is no justification for Saudi Arabia to exacerbate Yemen s humanitarian catastrophe by further restricting aid and access to the country,  it said. The coalition said aid workers and humanitarian supplies would continue to be able to access and exit Yemen despite the temporary closure of ports but the United Nations said it was not given approval for two scheduled humanitarian flights on Monday. The United Nations and international aid organizations have repeatedly criticized the coalition for blocking aid access, especially to northern Yemen, which is held by the Houthis. The Saudi-led coalition has been targeting the Houthis since they seized parts of Yemen in 2015, including the capital Sanaa, forcing President Abd-Rabbu Mansour Hadi to flee and seek help from neighboring Saudi Arabia.  In an interview with CNN television on Monday, Saudi Foreign Minister Adel al-Jubeir accused the armed Lebanese Hezbollah group of firing the missile at Riyadh from Houthi-held territory.  With regards to the missile...that was launched on Saudi territory, it was an Iranian missile launched by Hezbollah from territory occupied by the Houthis in Yemen.  He said the missile was similar to one launched in July at Yanbu in Saudi Arabia and was manufactured in Iran, disassembled and smuggled into Yemen, then reassembled by the operatives of the Iranian Revolutionary Guards and Hezbollah,  then it was launched into Saudi Arabia.  ",worldnews
15418,"UNITED NATIONS (Reuters) - The United States accused Iran on Tuesday of supplying Yemen s Houthi rebels with a missile that was fired into Saudi Arabia in July and called for the United Nations to hold Tehran accountable for violating two U.N. Security Council resolutions.  U.S. Ambassador to the United Nations Nikki Haley said information released by Saudi Arabia showed the missile fired in July was an Iranian Qiam, which she described as  a type of weapon that had not been present in Yemen before the conflict.  Saudi-led forces, which back the government in neighboring Yemen, have been targeting the Iran-allied Houthis in a more than two-year war. Saudi Arabia s crown prince on Tuesday described Iran s supply of rockets to the Houthis as  direct military aggression  that could be an act of war. Haley said that by providing weapons to the Houthis, Iran s Islamic Revolutionary Guard Corp s had violated two U.N. resolutions on Yemen and Iran. She said a missile shot down over Saudi Arabia on Saturday  may also be of Iranian origin.       We encourage the United Nations and international partners to take necessary action to hold the Iranian regime accountable for these violations,  Haley said. It was not immediately clear what action the United States was calling for.  Saudi U.N. Ambassador Abdallah Al-Mouallimi echoed Haley s call for U.N. action against Iran in a letter to the U.N. Security Council and Secretary-General Antonio Guterres later on Tuesday, seen by Reuters.  He said the missile fired on Saturday  may amount to a war crime  and that Saudi Arabia was  taking appropriate measures to respond to these terrorist acts.  Iran s U.N. Ambassador Gholamali Khoshroo also wrote to the Security Council and Guterres on Tuesday, rejecting the accusations by Saudi Arabia as  baseless and unfounded.   Iran calls for self-restraint and wisdom instead of provocation and threat that may bring further instability to this already volatile region,  Khoshroo wrote in the letter, seen by Reuters.  Under a U.N. resolution that enshrines the Iran nuclear deal with world powers, Tehran is prohibited from supplying, selling or transferring weapons outside the country unless approved in advance by the U.N. Security Council. A separate U.N. resolution on Yemen bans the supply of weapons to Houthi leader Abdul-Malik al-Houthi, two Houthi commanders, Yemen s former President Ali Abdullah Saleh, his son, and  those acting on their behalf or at their direction.  The United States could propose people or entities to be blacklisted by the Security Council s Yemen sanctions committee, a move that would need consensus approval by the 15-members.  Or it could put forward a new Security Council resolution to impose sanctions on Iran. To pass, a resolution needs nine votes in favor and no vetoes by the United States, Britain, France, China or Russia. ",worldnews
15419,"SEOUL (Reuters) - After months of fiery rhetoric and rising tensions, U.S. President Donald Trump s secret attempt to personally face off with North Korea across the heavily fortified demilitarized zone (DMZ) on Wednesday was defeated by fog and mist. Helicopters carrying Trump and an entourage of staff, media, and security forces were turned back just minutes from the DMZ, thwarting a plan that had been in the works since before the president left on his trip through Asia.  He s actually pretty frustrated,  Press Secretary Sarah Huckabee Sanders said of Trump. Often clad in photo-friendly bomber jackets, all U.S. presidents since Ronald Reagan have visited the DMZ except for George H.W. Bush, who toured as vice president. In April, U.S. Vice President Mike Pence visited the DMZ, also sporting a bomber jacket, so that the North Koreans could see  our resolve in my face . Trump s attempt for his own visit had been in the works for some time, despite previous denials from the White House, including late last month by a senior official who called visiting the DMZ  a little bit of a clich . Journalists accompanying Trump were summoned earlier than expected Wednesday morning.  This is where we re going,  Sanders said, holding up a piece of notepaper on which the letters  DMZ  were scrawled. Just after 7 a.m. (2200 GMT Tuesday) the motorcade left Trump s hotel in downtown Seoul, arriving 10 minutes later at Yongsan Garrison, a U.S. military base. Helicopters carrying Trump and his entourage took off from a sports field on the base, camouflage-clad men seated at the back of the aircraft. Weaving through the dense fog that shrouded Seoul s skyscrapers, the helicopters were only minutes away from landing at the DMZ when they turned back to the base.  There wasn t enough visibility to land,  Sanders said.  It would have been really dangerous, and our guys pulled back.   The trip was finalized during bilateral meetings between Trump and South Korea President Moon Jae-in on Tuesday, officials said. When Trump told Moon he was interested in visiting the DMZ, the South Korean president not only gave his blessing, but said he would meet Trump there.  It would be good for you to go. If you go, I will go with you,  said Moon, quoted by a presidential Blue House official. Moon waited about 30 minutes for Trump at the DMZ on Wednesday, having driven part of the way to the fortified border by road, an option not open to Trump because of security concerns. As he waited for a second chance back at Yongsan, Trump sat in his limousine, working on a draft of his speech to be given at South Korea s National Assembly later that day   a speech which saw Trump return to his bellicose attack of North Korea and its leader Kim Jong Un.  The world cannot tolerate the menace of a rogue regime that threatens it with nuclear devastation,  Trump later declared in his speech. But as he sat in his car there was to be no second chance to look across the DMZ to North Korea, as the fog, mixed with yellow dust blown in from China, lingered late into the morning. On Wednesday, before news of the aborted trip broke, an editorial in China Daily, a state-run English-language newspaper, praised Trump s previously announced decision not to visit and North Korea s restraint in not carrying out further missile or nuclear tests.  The restraint both Washington and Pyongyang have demonstrated so far...is a hopeful sign that both prefer to find a peaceful solution to their predicaments,  the editorial said. ",worldnews
15420,"SEOUL (Reuters) - U.S. President Donald Trump will urge all countries to join forces to isolate  the brutal regime of North Korea  on Wednesday, saying the world cannot tolerate  the menace of a rogue regime  that threatens it with nuclear devastation.  Today, I hope I speak not only for our countries, but for ALL civilized nations, when I say to the North: Do not underestimate us. AND DO NOT TRY US.,  according to excerpts of a speech Trump is set to deliver to South Korea s parliament.  We will not allow American cities to be threatened with destruction. We will not be intimidated,  according to the excerpts.  All responsible nations must join forces to isolate the brutal regime of North Korea - to deny it any form of support, supply, or acceptance.  ",worldnews
15421,"BEIJING (Reuters) - China and the United States have common interests but the relationship needs careful handling, Chinese state-run media said on Wednesday ahead of U.S. President Donald Trump s visit to Beijing. North Korea and trade are expected to dominate Trump s trip, with the U.S. leader likely to push Chinese President Xi Jinping to do more to rein in Pyongyang s nuclear and missile programs and address China s large trade surplus with the United States. The ruling Communist Party s official People s Daily said in a commentary that as China becomes strong, it won t repeat  old fashioned zero-sum thinking  in handling ties, but will work with the United States to construct a cooperative and mutually profitable relationship with no conflict.  In realizing the denuclearization of the Korean Peninsula, and protecting peace and stability on the Korean Peninsula, China and the United States have common interests,  it said.  The two sides should respect one another s interests, maintain close communication and consultation, and make unremitting efforts to promote a thorough resolution of the Korean Peninsula nuclear issue.  Trump heads to China later on Wednesday after visiting Japan and South Korea in the first legs of his marathon Asian tour. Trump s attempt to make a surprise visit to the heavily fortified border separating North Korea and South Korea was aborted on Wednesday after dense fog prevented his helicopter from landing at the doorstep of the North Korean nuclear standoff. The China Daily, in an editorial which preceded the announcement of the abortive Trump trip to the border, said Trump not going to the Demilitarised Zone (DMZ) and North Korea not recently carrying out any nuclear or missile tests was a  hopeful sign that both prefer to find a peaceful solution to their predicaments .  China has promised a  state visit plus  for Trump, and while having not released any details, Beijing is attaching great importance to the visit. Trump is expected to go to the Forbidden City, possibly guided by Xi.  Such hospitality is rarely seen in modern China,  influential tabloid the Global Times, published by the People s Daily, said in its editorial.   Beijing s enthusiasm reflects the most positive part of the attitude that the diversified world holds toward the U.S., and the realistic international outlook of the rising China.      ",worldnews
